Sitename,SPECIES,COMMONNAME,LAT,LONG
"Cherry Avenue, Swords",Acer platanoides,Norway Maple,53.44905761,-6.23525862
"Cherry Garth, Swords",Acer saccharinum,Silver Maple,53.45271829,-6.237779067
"Cherry Park, Swords",Acer platanoides,Norway Maple,53.4484124,-6.239787385
"Hilltown Park, Swords",Acer platanoides,Norway Maple,53.45434715,-6.235774318
"Hilltown Park, Swords",Acer platanoides,Norway Maple,53.45444852,-6.23648643
"River Valley Grove, Swords",Acer platanoides,Norway Maple,53.4495557,-6.232626821
"Hilltown Green, Swords",Acer platanoides,Norway Maple,53.45466572,-6.234103543
"River Valley Drive, Swords",Acer platanoides,Norway Maple,53.45312016,-6.230748971
"Cherry Park, Swords",Acer platanoides,Norway Maple,53.44814736,-6.241040502
"Broadmeadows, Swords",Acer platanoides,Norway Maple,53.46444748,-6.226970548
"Elmwood Park, Swords",Acer platanoides,Norway Maple,53.46294558,-6.23581364
"Hilltown Lawn, Swords",Acer platanoides,Norway Maple,53.45414845,-6.237757157
"Castlefarm, Swords",Acer platanoides,Norway Maple,53.46245716,-6.228411598
"Cherry Garth, Swords",Acer platanoides,Norway Maple,53.45255222,-6.239362583
"Hilltown Way, Swords",Acer platanoides,Norway Maple,53.45433385,-6.232748073
"Elmwood Road, Swords",Acer platanoides,Norway Maple,53.46200344,-6.236285331
"River Valley Drive, Swords",Acer platanoides,Norway Maple,53.45358857,-6.233466281
"Hilltown Close, Swords",Acer platanoides,Norway Maple,53.45376323,-6.236497828
"Cherry Garth, Swords",Sorbus spp.,Sorbus spp.,53.45214978,-6.238013374
"Hilltown Grove, Swords",Acer platanoides,Norway Maple,53.45485292,-6.237492509
"Cherry Avenue, Swords",Sorbus spp.,Sorbus spp.,53.44917283,-6.239112254
"Hilltown Park, Swords",Acer platanoides,Norway Maple,53.45438293,-6.236249625
"River Valley Drive, Swords",Acer platanoides,Norway Maple,53.45292571,-6.2303679
"Saint Cronan's Avenue, Swords",Acer platanoides,Norway Maple,53.45993634,-6.237901291
"River Valley Drive, Swords",Acer platanoides,Norway Maple,53.45282042,-6.230126893
"River Valley Drive, Swords",Acer platanoides,Norway Maple,53.45326096,-6.231415753
"Hilltown Park, Swords",Acer platanoides,Norway Maple,53.45432385,-6.236046423
"Hilltown Park, Swords",Acer platanoides,Norway Maple,53.45445866,-6.235482143
"Hilltown Way, Swords",Acer platanoides,Norway Maple,53.45406825,-6.232500615
"Castle Grove, Swords",Tilia cordata,Small-Leafed Lime,53.4553265,-6.214585943
"River Valley Drive, Swords",Acer platanoides,Norway Maple,53.45346867,-6.232747584
"Hilltown Park, Swords",Acer platanoides,Norway Maple,53.45412164,-6.235332927
"Hilltown Park, Swords",Acer platanoides,Norway Maple,53.45427199,-6.235516232
"Hilltown Park, Swords",Acer platanoides,Norway Maple,53.45271747,-6.235435888
"Cherry Park, Swords",Acer platanoides,Norway Maple,53.44752065,-6.239088207
"Park Avenue, Swords",Acer platanoides,Norway Maple,53.45876041,-6.242132255
"Hilltown Grove, Swords",Acer platanoides,Norway Maple,53.45479208,-6.237248578
"River Valley Close, Swords",Acer platanoides,Norway Maple,53.45470353,-6.240164951
"Castle Avenue, Swords",Tilia cordata,Small-Leafed Lime,53.45640834,-6.215391783
"River Valley Drive, Swords",Acer platanoides,Norway Maple,53.45271767,-6.230202677
"Foxwood, Swords",Acer platanoides,Norway Maple,53.45260458,-6.210417812
"Cherry Avenue, Swords",Acer platanoides,Norway Maple,53.44900791,-6.236675065
"Saint Cronan's Avenue, Swords",Sorbus aucuparia,Rowan (Mountain Ash),53.46178705,-6.237763925
"Foxwood, Swords",Acer platanoides,Norway Maple,53.45330712,-6.212307874
"Hilltown Way, Swords",Acer platanoides,Norway Maple,53.45392612,-6.232350854
"Hilltown Way, Swords",Acer platanoides,Norway Maple,53.45427065,-6.232885741
"Hilltown Way, Swords",Acer platanoides,Norway Maple,53.4544586,-6.232852641
"Forest Boulevard, Swords",Sorbus aucuparia,Rowan (Mountain Ash),53.4511457,-6.248863886
"Broadmeadows, Swords",Acer platanoides,Norway Maple,53.46549037,-6.230476597
"Longlands, Swords",Acer platanoides,Norway Maple,53.45452368,-6.215487263
"Oaklands Avenue, Swords",Acer platanoides,Norway Maple,53.45597125,-6.217406791
"Longlands, Swords",Acer platanoides,Norway Maple,53.45529749,-6.217709034
"River Valley Drive, Swords",Acer platanoides,Norway Maple,53.45315115,-6.230924122
"Newcourt, Swords",Acer platanoides,Norway Maple,53.46613852,-6.213406421
"Newcourt, Swords",Acer platanoides,Norway Maple,53.4647835,-6.213544069
"Castlegrange Avenue, Swords",Acer platanoides,Norway Maple,53.46549364,-6.22117577
"Brackenstown Avenue, Swords",Acer platanoides,Norway Maple,53.4610962,-6.228216082
"Rathbeale Court, Swords",Acer platanoides,Norway Maple,53.46082991,-6.226010597
"Cherry Park, Swords",Acer platanoides,Norway Maple,53.44840353,-6.240971657
"Cherry Park, Swords",Acer platanoides,Norway Maple,53.44828152,-6.239985475
"River Valley Grove, Swords",Acer platanoides,Norway Maple,53.44999192,-6.234117353
"Brackenstown Avenue, Swords",Acer platanoides,Norway Maple,53.45937772,-6.229028917
"Cherry Avenue, Swords",Acer platanoides,Norway Maple,53.44974201,-6.237103013
"Cherry Avenue, Swords",Acer platanoides,Norway Maple,53.44966052,-6.2360638
"Cherry Avenue, Swords",Acer platanoides,Norway Maple,53.44964231,-6.235895507
"Cherry Avenue, Swords",Acer platanoides,Norway Maple,53.44956775,-6.23540455
"Cherry Avenue, Swords",Acer platanoides,Norway Maple,53.44915269,-6.236986536
"Cherry Avenue, Swords",Acer platanoides,Norway Maple,53.44901464,-6.235992884
"Cherry Avenue, Swords",Acer platanoides,Norway Maple,53.44960088,-6.236278523
"Cherry Avenue, Swords",Acer platanoides,Norway Maple,53.44964387,-6.236609269
"Cherry Avenue, Swords",Acer platanoides,Norway Maple,53.44968004,-6.236247092
"Cherry Avenue, Swords",Acer platanoides,Norway Maple,53.44888926,-6.235547244
"Cherry Avenue, Swords",Acer platanoides,Norway Maple,53.44906556,-6.237007155
"Forest Boulevard, Swords",Acer platanoides,Norway Maple,53.45059112,-6.246203109
"Forest Court, Swords",Acer platanoides,Norway Maple,53.45200703,-6.245901615
"Forest Court, Swords",Acer platanoides,Norway Maple,53.45191548,-6.24592767
"Forest Court, Swords",Acer platanoides,Norway Maple,53.45164436,-6.246153216
"Forest Court, Swords",Acer platanoides,Norway Maple,53.45204801,-6.245051927
"Forest Court, Swords",Acer platanoides,Norway Maple,53.45123894,-6.246265521
"Forest Court, Swords",Acer platanoides,Norway Maple,53.45097714,-6.246330357
"Forest Court, Swords",Acer platanoides,Norway Maple,53.45086623,-6.246347122
"Forest Court, Swords",Acer platanoides,Norway Maple,53.45214495,-6.246010791
"Forest Court, Swords",Acer platanoides,Norway Maple,53.45208653,-6.245288193
"Cherry Avenue, Swords",Acer platanoides,Norway Maple,53.449565,-6.23787114
"Cherry Avenue, Swords",Acer platanoides,Norway Maple,53.45003573,-6.237703217
"Cherry Avenue, Swords",Acer platanoides,Norway Maple,53.44982083,-6.237049019
"Forest Avenue, Swords",Acer platanoides,Norway Maple,53.45073837,-6.239160811
"Brackenstown Avenue, Swords",Acer platanoides,Norway Maple,53.46072517,-6.228477273
"Cherry Avenue, Swords",Acer platanoides,Norway Maple,53.44945439,-6.237902064
"Forest Avenue, Swords",Acer platanoides,Norway Maple,53.45075569,-6.24067103
"Forest Avenue, Swords",Acer platanoides,Norway Maple,53.45070431,-6.240025848
"Forest Avenue, Swords",Acer platanoides,Norway Maple,53.45089874,-6.241975841
"Forest Avenue, Swords",Acer platanoides,Norway Maple,53.4507356,-6.240271284
"Forest Boulevard, Swords",Acer platanoides,Norway Maple,53.4508259,-6.247535917
"Forest Crescent, Swords",Acer platanoides,Norway Maple,53.45052516,-6.244802233
"Forest Dale, Swords",Acer platanoides,Norway Maple,53.45154567,-6.243467901
"Forest Dale, Swords",Acer platanoides,Norway Maple,53.45167882,-6.243844623
"Forest Dale, Swords",Acer platanoides,Norway Maple,53.45151904,-6.242665721
"Forest Dale, Swords",Acer platanoides,Norway Maple,53.45162184,-6.243257613
"Forest Dale, Swords",Acer platanoides,Norway Maple,53.45164006,-6.244154679
"Forest Park, Swords",Acer platanoides,Norway Maple,53.45123115,-6.241372899
"Forest Park, Swords",Acer platanoides,Norway Maple,53.451112,-6.24141004
"Forest Walk, Swords",Acer platanoides,Norway Maple,53.45122818,-6.23989082
"Forest Walk, Swords",Acer platanoides,Norway Maple,53.45129787,-6.240509663
"Forest Walk, Swords",Acer platanoides,Norway Maple,53.45121072,-6.239419756
"Forest Walk, Swords",Acer platanoides,Norway Maple,53.45116968,-6.23913483
"Forest Walk, Swords",Acer platanoides,Norway Maple,53.45111354,-6.238899004
"Forest Walk, Swords",Acer platanoides,Norway Maple,53.45125637,-6.239126877
"Forest Walk, Swords",Acer platanoides,Norway Maple,53.45127166,-6.240340939
"Forest Walk, Swords",Acer platanoides,Norway Maple,53.45124052,-6.240106333
"Forest Way, Swords",Acer campestre,Field Maple,53.45022313,-6.239704191
"Highfield Lawns, Swords",Acer platanoides,Norway Maple,53.45411163,-6.228514691
"Highfield Lawns, Swords",Acer platanoides,Norway Maple,53.45405965,-6.228584903
"Highfield Lawns, Swords",Acer platanoides,Norway Maple,53.45386731,-6.228685349
"Rathbeale Rise, Swords",Acer platanoides,Norway Maple,53.45863327,-6.227693841
"Saint Columba's Rise, Swords",Acer platanoides,Norway Maple,53.45956842,-6.227837058
"Cherry Avenue, Swords",Acer platanoides,Norway Maple,53.45027687,-6.237480974
"Castlegrange Heights, Swords",Acer platanoides,Norway Maple,53.46570727,-6.222372609
"Castlegrange Heights, Swords",Acer platanoides,Norway Maple,53.46581512,-6.222392043
"Castlegrange Heights, Swords",Acer platanoides,Norway Maple,53.46560285,-6.222354084
"Castlegrange Hill, Swords",Acer platanoides,Norway Maple,53.46521887,-6.2200312
"Castlegrange Hill, Swords",Acer platanoides,Norway Maple,53.46495584,-6.219825364
"Castlegrange Hill, Swords",Acer platanoides,Norway Maple,53.46547271,-6.220470082
"Highfield Downs, Swords",Acer platanoides,Norway Maple,53.45393844,-6.226799631
"Highfield Downs, Swords",Acer platanoides,Norway Maple,53.45402196,-6.226650719
"Castlegrange Close, Swords",Acer platanoides,Norway Maple,53.46493828,-6.220782177
"Highfield Crescent, Swords",Acer platanoides,Norway Maple,53.45431226,-6.229676706
"Saint Columba's Rise, Swords",Acer platanoides,Norway Maple,53.45942784,-6.224797384
"Windmill Rise, Swords",Acer platanoides,Norway Maple,53.45951957,-6.230329639
"Castlegrange Road, Swords",Acer platanoides,Norway Maple,53.46522124,-6.221137172
"Highfield Close, Swords",Acer platanoides,Norway Maple,53.45461121,-6.229978313
"Park Avenue, Swords",Acer platanoides,Norway Maple,53.45786594,-6.237279426
"Park Avenue, Swords",Acer platanoides,Norway Maple,53.45885462,-6.24245825
"Park Avenue, Swords",Acer platanoides,Norway Maple,53.45869601,-6.24189597
"Park Avenue, Swords",Acer platanoides,Norway Maple,53.4585878,-6.241509879
"Park Avenue, Swords",Malus spp.,Crab apple,53.45844943,-6.240565392
"River Valley Grove, Swords",Acer platanoides,Norway Maple,53.44950609,-6.232420395
"River Valley Heights, Swords",Acer platanoides,Norway Maple,53.45299211,-6.236617562
"Saint Cronan's Avenue, Swords",Acer platanoides,Norway Maple,53.46194502,-6.238652556
"Saint Cronan's Close, Swords",Acer platanoides,Norway Maple,53.45960635,-6.240965622
"Saint Cronan's Way, Swords",Acer platanoides,Norway Maple,53.45923953,-6.239014091
"River Valley Grove, Swords",Acer platanoides,Norway Maple,53.44961896,-6.233161295
"River Valley Grove, Swords",Acer platanoides,Norway Maple,53.44955601,-6.232939164
"Oakwood Avenue, Swords",Acer platanoides,Norway Maple,53.4583522,-6.23166493
"Forestfields Road, Swords",Acer platanoides,Norway Maple,53.45158608,-6.236576336
"Forest Park, Swords",Acer platanoides,Norway Maple,53.45210096,-6.240717916
"Forest Park, Swords",Acer platanoides,Norway Maple,53.45197209,-6.240802429
"Forest Park, Swords",Acer platanoides,Norway Maple,53.45172127,-6.240929168
"Forest Walk, Swords",Acer platanoides,Norway Maple,53.45132408,-6.240056661
"Forest Walk, Swords",Acer platanoides,Norway Maple,53.45122208,-6.238940876
"Forest Walk, Swords",Acer platanoides,Norway Maple,53.45029182,-6.238658893
"Forest Walk, Swords",Acer platanoides,Norway Maple,53.45110648,-6.238511358
"Forest Walk, Swords",Acer platanoides,Norway Maple,53.45138662,-6.2405501
"Forest Walk, Swords",Acer platanoides,Norway Maple,53.45135403,-6.240302306
"Highfield Downs, Swords",Acer platanoides,Norway Maple,53.45416042,-6.226335268
"Longlands, Swords",Acer platanoides,Norway Maple,53.45459141,-6.216388178
"Castle Avenue, Swords",Acer platanoides,Norway Maple,53.45592226,-6.215787211
"Castle Grove, Swords",Acer platanoides,Norway Maple,53.4555552,-6.214279902
"Castle Avenue, Swords",Acer platanoides,Norway Maple,53.45613378,-6.215497551
"Seatown Villas, Swords",Acer platanoides,Norway Maple,53.46272066,-6.218007176
"Oaklands Avenue, Swords",Acer platanoides,Norway Maple,53.45581974,-6.21686512
"Oaklands Avenue, Swords",Acer platanoides,Norway Maple,53.45670064,-6.218809086
"Oaklands Avenue, Swords",Acer platanoides,Norway Maple,53.45602282,-6.217629109
"Oaklands Avenue, Swords",Acer platanoides,Norway Maple,53.45583854,-6.216956321
"Oaklands Avenue, Swords",Acer platanoides,Norway Maple,53.45594808,-6.21729319
"Oaklands Avenue, Swords",Acer platanoides,Norway Maple,53.45608508,-6.21785113
"Oaklands Avenue, Swords",Acer platanoides,Norway Maple,53.45613501,-6.218053493
"Saint Columcille's Crescent, Swords",Acer platanoides,Norway Maple,53.45809554,-6.21591963
"Oaklands Avenue, Swords",Acer platanoides,Norway Maple,53.45583657,-6.216734185
"Castlegrange Avenue, Swords",Acer platanoides,Norway Maple,53.46586394,-6.220589541
"Highfield Lawns, Swords",Acer platanoides,Norway Maple,53.45399739,-6.228489187
"Estuary Court, Swords",Acer platanoides,Norway Maple,53.46270961,-6.212799242
"Broadmeadows, Swords",Acer platanoides,Norway Maple,53.46507031,-6.229557273
"Cherry Park, Swords",Acer platanoides,Norway Maple,53.44857198,-6.239890066
"Cherry Avenue, Swords",Acer platanoides,Norway Maple,53.44955657,-6.235936695
"Cherry Avenue, Swords",Acer platanoides,Norway Maple,53.44921631,-6.238941408
"Castlegrange Avenue, Swords",Acer platanoides,Norway Maple,53.46547067,-6.221473544
"Castlegrange Avenue, Swords",Acer platanoides,Norway Maple,53.4655303,-6.22087366
"Chapel Lane, Swords",Acer platanoides,Norway Maple,53.45550768,-6.211530671
"Estuary Court, Swords",Acer platanoides,Norway Maple,53.46287538,-6.211975226
"Foxwood, Swords",Acer platanoides,Norway Maple,53.45389781,-6.212478312
"Foxwood, Swords",Acer platanoides,Norway Maple,53.45314584,-6.213479725
"Gartan Court, Swords",Acer campestre,Field Maple,53.46426717,-6.206595321
"Gartan Drive, Swords",Acer campestre,Field Maple,53.46517605,-6.206734984
"Gartan Drive, Swords",Acer campestre,Field Maple,53.46519276,-6.206824482
"Gartan Drive, Swords",Acer campestre,Field Maple,53.4651043,-6.206373134
"Lissenhall Avenue, Swords",Acer campestre,Field Maple,53.46409135,-6.209676472
"Longlands, Swords",Acer platanoides,Norway Maple,53.45462,-6.215745331
"Newcourt, Swords",Acer platanoides,Norway Maple,53.46502621,-6.212960735
"Oaklands Close, Swords",Acer platanoides,Norway Maple,53.45643457,-6.218285599
"Rathbeale Crescent, Swords",Acer platanoides,Norway Maple,53.4607432,-6.230093518
"River Valley Close, Swords",Acer platanoides,Norway Maple,53.45457465,-6.239571696
"Seatown Villas, Swords",Acer platanoides,Norway Maple,53.46226453,-6.216724845
"Saint Columcille's Drive, Swords",Sorbus aria,Whitebeam,53.45948947,-6.217749733
"Saint Columcille's Drive, Swords",Sorbus aria,Whitebeam,53.4588256,-6.217757075
"Ashley Grove, Swords",Acer platanoides,Norway Maple,53.45522259,-6.21164127
"Seatown Road, Swords",Acer platanoides,Norway Maple,53.4619774,-6.212768127
"Gartan Drive, Swords",Acer campestre,Field Maple,53.46502582,-6.207209197
"Lissenhall Drive, Swords",Acer campestre,Field Maple,53.46419273,-6.208826518
"Highfield Downs, Swords",Acer platanoides,Norway Maple,53.45380846,-6.227075131
"Seatown Road, Swords",Acer platanoides,Norway Maple,53.46197831,-6.212828319
"Seatown Road, Swords",Acer platanoides,Norway Maple,53.46197785,-6.212798224
"Seatown Villas, Swords",Acer platanoides,Norway Maple,53.46213255,-6.216708545
"Foxwood, Swords",Acer platanoides,Norway Maple,53.45321069,-6.212325174
"Newcourt, Swords",Acer platanoides,Norway Maple,53.46512026,-6.211703889
"Saint Cronan's Avenue, Swords",Acer platanoides,Norway Maple,53.46013373,-6.241129913
"Gartan Court, Swords",Acer campestre,Field Maple,53.46467363,-6.205944811
"Abbeylea Drive, Swords",Acer platanoides,Norway Maple,53.4622509,-6.232630792
"Saint Cronan's Avenue, Swords",Acer platanoides,Norway Maple,53.46011351,-6.241025953
"Forestfields Road, Swords",Acer platanoides,Norway Maple,53.45217331,-6.236794517
"Cherry Garth, Swords",Acer pseudoplatanus,Sycamore,53.45308876,-6.23937997
"Saint Columba's Rise, Swords",Acer platanoides,Norway Maple,53.45689734,-6.225484908
"Pine Grove Park, Swords",Acer platanoides,Norway Maple,53.46502031,-6.232284685
"Castlefarm, Swords",Acer platanoides,Norway Maple,53.46247544,-6.228674801
"Castlefarm, Swords",Acer platanoides,Norway Maple,53.4628403,-6.226623614
"Rathbeale Court, Swords",Acer platanoides,Norway Maple,53.46145135,-6.225700237
"Saint Columba's Heights, Swords",Acer platanoides,Norway Maple,53.45806886,-6.226646707
"Brackenstown Avenue, Swords",Acer platanoides,Norway Maple,53.45807271,-6.229098463
